478,312,606,478,715,290,833,351,1026,332,1128,417
481,325,612,481,716,293,835,352,1029,336,1131,419
481,328,614,483,721,297,834,352,1025,330,1127,420
481,327,614,483,724,297,833,351,1021,323,1126,418
479,325,613,482,724,295,832,351,1021,320,1124,416
478,324,613,483,723,295,832,350,1022,323,1125,417
478,323,612,482,723,295,832,350,1021,322,1125,417
477,323,611,482,722,294,831,350,1020,323,1124,417
478,323,611,482,722,293,831,350,1019,323,1124,416
477,324,612,482,723,294,831,350,1020,322,1123,417
479,326,611,483,723,296,833,351,1019,321,1123,417
479,324,612,483,722,295,831,351,1019,322,1122,416
478,325,611,482,722,295,830,351,1019,321,1123,417
477,325,611,482,722,295,830,351,1018,322,1123,418
478,325,611,482,721,296,829,351,1017,322,1123,417
478,324,611,482,722,297,829,351,1016,322,1122,416
478,325,610,482,721,296,829,351,1017,321,1123,416
476,324,610,482,721,295,829,350,1017,324,1123,415
476,325,611,482,720,295,829,351,1016,322,1122,417
476,323,610,483,720,295,830,351,1016,322,1121,417
476,325,609,483,720,294,829,350,1015,321,1121,417
476,326,609,484,720,294,829,350,1015,320,1121,416
476,325,610,484,720,296,829,350,1015,319,1121,415
475,326,611,485,719,295,828,350,1015,319,1121,413
475,327,609,485,718,294,828,349,1015,318,1120,412
475,328,610,485,717,295,827,349,1014,319,1120,410
475,330,611,486,718,296,828,349,1014,317,1121,409
476,331,612,487,719,296,828,348,1016,317,1123,408
476,331,614,487,721,295,830,348,1017,314,1127,406
478,331,616,488,722,294,832,347,1022,313,1130,405
478,331,618,489,724,296,835,346,1023,311,1135,404
479,332,620,490,726,294,837,345,1027,309,1138,403
477,332,622,490,728,294,841,346,1032,309,1142,404
478,333,623,491,731,293,845,346,1036,312,1146,404
478,331,626,492,735,292,849,347,1042,311,1151,407
477,329,629,494,739,293,854,348,1046,310,1156,409
479,329,632,496,743,292,860,350,1049,314,1161,411
480,327,636,497,749,291,866,351,1053,317,1166,414
483,324,639,496,755,291,873,354,1063,321,1170,422
494,316,645,493,765,290,881,356,1079,328,1184,433
501,313,649,491,772,288,889,357,1095,333,1194,442
501,313,651,492,774,291,893,358,1104,337,1202,448
499,315,654,493,776,287,895,359,1110,337,1207,448
496,318,656,496,777,287,897,357,1110,333,1207,441
494,321,658,500,777,288,897,355,1104,327,1201,430
493,322,659,501,776,289,897,354,1093,323,1191,422
496,318,661,498,779,289,899,353,1086,323,1187,421
500,313,663,493,782,287,903,352,1087,321,1191,422
502,308,666,492,787,283,908,351,1094,322,1196,423
502,306,668,492,790,280,911,349,1099,322,1198,424
500,307,666,492,789,281,909,349,1098,323,1195,422
497,312,665,493,784,283,903,350,1093,319,1193,417
493,317,661,494,777,285,899,350,1084,317,1187,414
492,314,659,489,775,285,896,350,1077,319,1180,417
494,309,661,484,775,285,897,349,1077,320,1180,417
498,305,662,477,778,285,899,349,1076,320,1181,418
498,301,661,473,778,284,899,347,1075,321,1178,418
497,301,661,466,776,283,897,345,1071,317,1176,411
495,302,660,461,772,282,894,343,1070,315,1177,405
494,302,660,460,770,282,892,340,1066,314,1173,405
491,300,661,464,770,280,890,340,1062,313,1165,405
489,297,663,470,771,276,884,338,1060,312,1160,405
490,297,662,466,771,275,889,337,1063,310,1164,402
492,298,661,460,775,278,896,336,1067,307,1173,399
492,299,664,460,777,278,901,333,1072,302,1186,395
492,298,670,465,779,272,905,330,1079,296,1193,390
492,296,676,470,783,264,909,326,1084,290,1196,384
493,297,678,469,786,260,913,322,1093,284,1202,381
496,298,675,470,790,259,918,321,1098,281,1211,380
499,298,678,471,793,259,922,322,1103,281,1218,379
502,297,680,470,796,262,925,324,1107,285,1224,383
505,297,680,470,799,265,927,328,1109,291,1226,390
507,296,683,471,799,268,927,332,1107,298,1224,397
508,296,686,475,800,271,927,336,1108,303,1217,403
509,298,683,476,799,273,924,340,1103,308,1210,408
508,299,684,477,797,275,918,340,1100,311,1203,410
507,301,678,476,794,276,916,342,1095,312,1195,409
507,302,680,476,791,277,908,334,1088,311,1190,406
505,302,677,472,789,277,904,334,1082,308,1184,401
504,302,678,473,787,274,905,325,1080,304,1180,395
503,303,683,472,786,272,905,320,1077,298,1179,388
502,303,683,470,783,270,904,317,1075,293,1177,383
502,304,688,470,783,268,901,313,1074,291,1176,380
501,303,685,472,782,266,898,312,1076,289,1179,379
